01-Jan-2022	NK253Q	4	1800	1359	M	S Tyler
01-Jan-2022	PG999N	4	79000	1862	M	L Terrazos
01-Jan-2022	ZG790U	2	72800	1141	A	C Nirumand
01-Jan-2022	UQ948P	3	9900	989	M	G Turay
01-Jan-2022	LD530L	4	96800	2053	M	E Bonds
02-Jan-2022	OH423M	2	87100	1244	M	A Okeke
02-Jan-2022	GO928N	5	75300	1675	A	H Fang
02-Jan-2022	FM964B	1	21300	569	M	I Venkateshwara
02-Jan-2022	IP276Y	4	76500	1862	M	J Norwood
02-Jan-2022	YF686C	3	10200	989	A	K Payne
02-Jan-2022	PK624J	3	5400	890	A	B Mendez
03-Jan-2022	ZQ882L	4	78700	1411	A	A Ramiez
03-Jan-2022	YM128Y	5	29100	1279	M	O Gashi
04-Jan-2022	TY495J	3	49800	879	M	D Peterson
04-Jan-2022	IK748D	4	31200	1367	A	Z Razmara
05-Jan-2022	MT364U	5	86000	1643	A	D Jacobs
05-Jan-2022	ZB965O	2	80200	1119	A	A Owiti
05-Jan-2022	ZO329V	4	88000	2282	M	L Lowry
05-Jan-2022	RG323B	2	37100	939	A	M Bateman
06-Jan-2022	AX125K	5	88000	2167	M	A Shariat-bin-Laden
06-Jan-2022	MS178I	3	48500	989	A	D Contee
06-Jan-2022	KR565Z	5	62500	1960	M	S Owens
07-Jan-2022	AV038X	4	47600	1599	M	K Sanchez
07-Jan-2022	ZV706Y	4	13700	1279	M	K Demoz
07-Jan-2022	NQ787N	3	95200	1399	M	P Fowler
08-Jan-2022	EA409X	1	67700	643	A	D Garrett
09-Jan-2022	XH322C	5	98300	1643	A	E Kukk
10-Jan-2022	AI243R	2	64600	1081	A	F Bowman
11-Jan-2022	LJ922T	2	11100	934	M	B Chapman
11-Jan-2022	IE074Z	2	10900	791	A	R Carraz
11-Jan-2022	SP358V	5	95200	2282	M	T Meszaros
14-Jan-2022	RE356R	3	4000	934	M	H Harrison
14-Jan-2022	UX515A	1	5500	539	M	A Shull
14-Jan-2022	SE180N	4	47300	1223	A	D Andrews
15-Jan-2022	LH590D	2	70800	1134	M	K Diallo
15-Jan-2022	ZU785W	3	17400	791	A	Y Feng
16-Jan-2022	XZ498X	1	100	539	M	F Sullivan
16-Jan-2022	GT033R	2	34700	989	A	Q Bilencourt
17-Jan-2022	NC321S	5	72500	1666	M	D Mckinney
17-Jan-2022	IU394M	2	52300	1141	A	B Bellot
17-Jan-2022	ZI836C	3	79800	1268	M	E Terry
18-Jan-2022	OR013L	2	52500	1068	M	C Flotard
18-Jan-2022	TY443W	4	28800	1223	A	A Saar
18-Jan-2022	VC729T	1	27500	458	A	B Guillory
19-Jan-2022	CH683K	5	24500	1223	A	C Sykes
19-Jan-2022	RU568F	1	44200	512	A	J Nash
19-Jan-2022	KC221B	1	17200	479	M	M Craig
20-Jan-2022	QS650W	2	59100	1081	A	B Roberson
20-Jan-2022	AL659X	2	70100	1068	M	P Shareeka
21-Jan-2022	ZQ394E	4	5400	1359	M	H Carlson
21-Jan-2022	YU433N	4	95600	2167	M	B Barnett
21-Jan-2022	JN008T	4	76800	1411	A	S Autry
22-Jan-2022	OW894N	4	28700	1295	A	L Howell
22-Jan-2022	BH408I	3	50200	1134	M	K Rawhani
22-Jan-2022	NS836X	3	100000	1259	A	D Mcdaniel
23-Jan-2022	GM814G	5	85300	2053	M	K Nemeth
23-Jan-2022	PG003W	5	1000	1439	M	A Fitzpatrick
23-Jan-2022	LR986L	4	87900	1848	A	S Daniel
24-Jan-2022	ZD018M	5	11700	1359	M	J Mace
24-Jan-2022	LZ675E	4	16800	1279	M	J Kaplan
24-Jan-2022	TJ494W	5	40200	1439	M	J Mann
25-Jan-2022	RJ690S	4	73700	1568	M	F Dew
26-Jan-2022	PT614G	4	74800	1411	A	I Baldwin
26-Jan-2022	UE531M	5	70000	1587	A	S Fuginato
26-Jan-2022	YM755P	5	50200	1666	M	N Ilves
26-Jan-2022	KM798R	4	29300	1295	A	C Searcy
27-Jan-2022	NC534T	1	56200	572	M	C Poole
27-Jan-2022	KT593W	1	27600	458	A	K Novotny
27-Jan-2022	CH851M	1	60000	643	M	M Okoro
27-Jan-2022	EK929U	5	65900	1587	A	J Feng-ying
27-Jan-2022	TD782V	1	35800	485	A	U Dominguez
28-Jan-2022	YC344L	2	14500	989	A	H Bowers
28-Jan-2022	PM005V	5	10900	1439	M	A Mahan
29-Jan-2022	VF520P	1	31300	431	A	S Bennett
29-Jan-2022	AJ298T	2	74500	961	A	C Huges
30-Jan-2022	LH146K	2	19300	1099	M	D Nwosu
30-Jan-2022	WE791T	1	80100	672	A	S Walker
31-Jan-2022	NO320N	1	52800	611	A	N Romero
31-Jan-2022	XF669J	1	24400	569	M	M Kennedy
01-Feb-2022	KO407I	2	3300	890	A	L Sanin
01-Feb-2022	JF667X	3	60200	1141	A	V Borrego
02-Feb-2022	GU846O	4	17400	1439	A	A Albert
02-Feb-2022	LD878S	5	61100	1862	M	B Shrivastava
02-Feb-2022	XS257N	2	47700	989	A	L Heller
02-Feb-2022	GK814H	4	16000	1519	M	A Wilkerson
03-Feb-2022	TN792D	5	7700	1295	A	J Jensen
03-Feb-2022	IG285O	2	11500	989	A	G Planche
03-Feb-2022	LZ184Q	1	29900	539	A	J Spangler
03-Feb-2022	BV270R	3	98000	1477	M	A Newsome
04-Feb-2022	IE755P	3	41800	934	M	A Oreilly
05-Feb-2022	GT506X	3	21000	890	A	F Dhabihiyan
06-Feb-2022	ZK688L	1	19900	509	M	E Aguilar
06-Feb-2022	SE917J	4	1300	1367	A	D Hammond
06-Feb-2022	WE670C	4	37500	1519	M	D Maalouf
06-Feb-2022	MN473S	4	37900	1439	A	W Jian-ping
06-Feb-2022	MI770W	5	18200	1439	M	Y Caswell
06-Feb-2022	QE855O	3	59500	1141	A	S Green
07-Feb-2022	HZ367H	1	65000	607	M	R Dean
07-Feb-2022	SD898X	2	66800	961	A	P Silva
07-Feb-2022	AE555A	5	47900	1519	M	N Brewer
09-Feb-2022	HK319R	2	26000	989	M	A Lucas
09-Feb-2022	PU233G	2	85900	1321	M	#REF!
10-Feb-2022	NY956I	2	76100	1201	M	E Berry
10-Feb-2022	YB978S	2	63100	1021	A	A Srivatsan
10-Feb-2022	XV902K	2	76000	1268	M	O Mathis
11-Feb-2022	HC226L	2	66900	961	A	V Taylor
11-Feb-2022	OU976G	5	10800	1295	A	A Tintorero
12-Feb-2022	TG499K	5	33600	1439	M	V Bryant
12-Feb-2022	DT124Y	2	22200	840	A	S Davis
