24-Mar-2023	RTU78K	1	45900	6	M	O FRANCIS
24-Mar-2023	RTY67W	4	76700	196	M	K JOHNSON
24-Mar-2023	DFG78K	1	80000	187	A	A OKOEKE
24-Mar-2023	JKU78D	1	80000	187	A	S JACKSON
24-Mar-2023	RTY67H	6	120000	187	M	K LAMPARD
24-Mar-2023	LOI89H	8	140000	187	R	H FATIMA
24-Mar-2023	HJI78J	1	80000	187	A	A PASCHALINE
24-Mar-2023	NJU89L	1	70000	187	A	D JOEL
24-Mar-2023	UJI89M	2	76000	187	A	C THOMAS
24-Mar-2023	BCD67W	4	67800	187	A	Q MATHEW
24-Mar-2023	OLP67E	3	80000	187	M	U EMEKA
24-Mar-2023	JKI89S	1	200	187	M	D DENIS
24-Mar-2023	NHF63W	1	30000	4500	M	O VICTORIA
24-Mar-2023	MNJ892	1	80000	450	A	D KIZITO
24-Mar-2023	ZLO98P	2	80000	4500	M	M NNAEMEKA
24-Mar-2023	BNJ89I	1	80000	4500	M	B JOSEPH
24-Mar-2023	BVG67J	2	45300	1870	M	G OMID
24-Mar-2023	SXD56W	1	80000	1870	M	S EMMA
24-Mar-2023	DFT56W	1	50000	5990	M	S OGECHI
24-Mar-2023	TYR56W	1	80000	1870	A	S NONSO
24-Mar-2023	ERT56N	1	80000	1870	A	N FRANKLIN
24-Mar-2023	RTY67B	1	78100	1870	A	D OJOKO
24-Mar-2023	ASD23L	1	76800	1870	A	Z NINO
24-Mar-2023	NJU78D	3	81200	1475	M	S GOOD
24-Mar-2023	WET56U	4	56700	1600	M	W BIBIAN
24-Mar-2023	VGT67Y	3	100000	1325	M	S GEORGIE
24-Mar-2023	MKD89I	1	80000	5721	M	S JACOBE
24-Mar-2023	WQP09M	1	80000	5721	A	A JACOB
24-Mar-2023	DWQ23R	2	39800	1090	M	L OKOIR
24-Mar-2023	ERT45CV	4	50000	1590	M	N MATT
24-Mar-2023	WES34R	5	70000	1962	M	H EJIOFOR
24-Mar-2023	SZS12M	4	50000	1590	M	D CHINEDU
24-Mar-2023	XMK345	2	49200	1090	M	V VIVIAN
24-Mar-2023	YUI99K	3	30000	1090	A	S DAUDA
24-Mar-2023	WHU89L	3	67800	1090	A	N AMARA
24-Mar-2023	DJJ87Q	1	80000	1090	A	D JUDE
24-Mar-2023	WWW56Y	1	78800	1090	A	J DIKKO
24-Mar-2023	YUH78K	1	76700	1090	M	S SHAPPOR
24-Mar-2023	DDD87K	1	80000	1090	M	J KOOLMAN
25-Mar-2023	MNB67E	1	80000	1090	A	A SAQIC
25-Mar-2023	ERW78M	1	60000	1090	M	D VELVET
26-Mar-2023	HUJ89L	1	80000	0	A	M BOOBI
26-Mar-2023	NOK98U	5	70000	1862	M	B FRIDAY
26-Mar-2023	VNF67Y	1	80000	0	A	J AGATHA
26-Mar-2023	NNM90U	1	80000	0	A	D OGECHI
26-Mar-2023	SGF78KL	1	80000	6178	M	S EMMANUEL
26-Mar-2023	GHJ65E	1	80000	6178	M	S AMERAI
26-Mar-2023	VNB78K	1	80000	6178	M	S KATHIE
26-Mar-2023	QWE87K	1	80000	6178	M	D JOHN
26-Mar-2023	BBB67Y	1	80000	0	A	X KITTIE
26-Mar-2023	FRF89I	1	80000	0	A	B PAUL
26-Mar-2023	MNJ89K	1	80000	0	A	D NONNY
29-Mar-2023	ASD54R	1	80000	6178	M	J JOSEPH
29-Mar-2023	THY67R	1	80000	0	A	J JOSEPH
30-Mar-2023	FGH67J	5	80000	1764	M	F JOHN
11-Apr-2023	HJU98L	1	80000	0	A	J Carla
11-Apr-2023	HJU78U	1	80000	0	A	S KAYLEIGH
11-Apr-2023	UIO98U	1	80000	0	A	H JOSEPH
11-Apr-2023	HJU99K	1	80000	0	A	D SHELLEY
11-Apr-2023	JKL90L	1	40000	599	M	K JAYJAY
11-Apr-2023	HJW33R	1	80000	0	A	D JOSEP
13-Apr-2023	HJU78K	1	80000	6178	A	S VELEVET
13-Apr-2023	JKU87E	2	50000	1099	M	M MAHMOUD 
15-Apr-2023	HJU78U	1	80000	6178	A	F OKOYE
15-Apr-2023	HJF78W	1	80000	6178	A	N OGECHI
15-Apr-2023	TRE34Q	2	50000	1099	M	V JOHNSON
15-Apr-2023	HGF89P	4	60000	1764	M	D ADAZE
19-Apr-2023	HJK01I	3	70000	1202	M	C PASCHALINE
19-Apr-2023	XCV67P	6	3000	0	R	J JOHN
19-Apr-2023	MMN99K	2	90000	1555	M	H BRITAINNA
19-Apr-2023	HJUI89L	3	120000	0	R	S NAHIM
19-Apr-2023	MNJ90L	1	600	599	M	L JACKSON 
19-Apr-2023	NNN88J	3	500000	0	R	K LAUREN
19-Apr-2023	HJU78P	5	50000	1599	M	F JAUDE
02-May-2023	JKI89L	4	78800	1960	M	D FREDDY
02-May-2023	MNH65R	2	23900	1099	M	N NGOMA
06-May-2023	HJI89L	3	34500	1099	M	H AMANDA
06-May-2023	NMJ78U	5	78800	1862	M	B BARDAR
06-May-2023	GHY89L	6	30000	0	R	L GEORGE
